Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Cloud Developer,IBM,3.0,,Hyderabad,"The shift toward the consumption of IT as a service, i.e., the cloud, is one of the mos...","kubernetes, golang, docker, cloud architecture, troubleshooting, algorithms, continuous integration, rest",30,https://www.naukri.com/job-listings-cloud-developer-ibm-india-pvt-limited-hyderabad-3-to-5-years-181124912011
Assistant Manager (QM Electricals & Instrumentation),KSB Pumps Limited,8.0,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Preferably certified Auditor for IMS - QMS / EMS / OH&S . Knowledge / skills required P...,"GRN, SAP QM module, Analytical, Inspection, Instrumentation, HRD, New product development, IMS",30,https://www.naukri.com/job-listings-assistant-manager-qm-electricals-instrumentation-ksb-pumps-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-12-years-130723501546
Application Lead,Accenture,7.0,,Coimbatore,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"intune, application development, devops, cloud computing, agile methodology, osd, airwatch, android",0,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-coimbatore-7-to-12-years-191224912582
Application Developer,Accenture,3.0,,Pune,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","c++, software development, software development life cycle, database management, java, c#, css, python",2,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-3-to-8-years-171224915776
Application Lead,Accenture,3.0,,Hyderabad,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap, information technology, sap time management, sap hcm, payroll, c#, asp.net mvc, ess",1,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-hyderabad-3-to-8-years-181224918316
Senior Capability Analyst - Data Literacy Project Manager,Optum,3.0,,Hyderabad,We are seeking an experienced Project Manager to assist in managing a cross-client heal...,"project management, analytics, Program Planning, dashboard development, Performance Measurement, Process Optimization, data literacy processes, Training & Development",0,https://www.naukri.com/job-listings-senior-capability-analyst-data-literacy-project-manager-optum-global-solutions-india-private-limited-hyderabad-3-to-7-years-191224913626
Trainee Service Engineer - Preferably Fresh Electronic Engineers,Sequoia Healthcare,0.0,,"Pune, Bengaluru, Mumbai (All Areas)","Job descriptionCandidates will be responsible for handling Installation, breakdown, tr...","Service Engineering, Installation, Breakdown Maintenance, Maintenance, Troubleshooting, Breakdown, Engineering, Electronics",15,https://www.naukri.com/job-listings-trainee-service-engineer-preferably-fresh-electronic-engineers-sequoia-healthcare-pune-bengaluru-mumbai-all-areas-0-to-2-years-041224010507
S&CGN - Tech Strategy & Advisory - Security- PAM - Consultant,Accenture,6.0,,Bengaluru,"MBA from a tier 1 institute. Practical industry expertise across Financial Services, Re...","hipaa, access management, security consulting, pci dss, sox, risk management, cloud security, cyber security",5,https://www.naukri.com/job-listings-s-cgn-tech-strategy-advisory-security-pam-consultant-accenture-solutions-pvt-ltd-bengaluru-6-to-9-years-131224919732
SIEM Admin L2,IBM,4.0,,Mumbai,Ability to multitask and work independently with minimal direction and maximum accounta...,"arcsight, siem, incident response, qradar, security operations management, it security, cyber security, soc",14,https://www.naukri.com/job-listings-siem-admin-l2-ibm-india-pvt-limited-mumbai-4-to-9-years-051224916516
Application Developer,Accenture,3.0,,Mumbai,Experience with testing frameworks such as JUnit and MockitoMinimum 3 year(s) of experi...,"rest, continuous integration, mulesoft anypoint, ci/cd, mockito, junit, version control, nosql",30,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-181124913638
Security Delivery Specialist SIEM,IBM,3.0,,Chennai,"3+ years in IT security with 2+ years in SOC; expertise in SIEM, Arcsight, Qradar; secu...","arcsight, siem, incident response, qradar, security operations management, it security, security compliance, cyber security",0,https://www.naukri.com/job-listings-security-delivery-specialist-siem-ibm-india-pvt-limited-chennai-3-to-8-years-191224916168
Data Architect,Sapiens,12.0,,Bengaluru,"Strong hands-on experience in SQL and be able to write high-performance, reliable and m...","Data warehousing, product support, c, data modeling, project execution, software engineering, data architecture, etl",21,https://www.naukri.com/job-listings-data-architect-sapiens-technologies-1982-india-private-limited-bengaluru-12-to-16-years-271124920990
Application Developer,Accenture,7.0,,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : Bachelors in T...,"software development, microsoft azure, microservices, light weight architecture, software engineering, continuous integration, software testing, application development",13,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-10-years-061224912905
Application Developer,Accenture,5.0,,Noida,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","mulesoft anypoint platform, software development life cycle, java, mule esb, agile methodology, rest, web services, mulesoft anypoint",24,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-noida-5-to-10-years-251124912359
SAP - ABAP HR - Senior Associate - Bangalore,Pricewaterhouse Coopers Private Limited,1.0,,Bengaluru,Not Applicable Specialism SAP Management Level Senior Associate Job...,"Payroll, SAP, SAP HR, SAP implementation, Analytical, Javascript, Information technology, ABAP",30,https://www.naukri.com/job-listings-sap-abap-hr-senior-associate-bangalore-pricewaterhouse-coopers-private-limited-bengaluru-1-to-9-years-171024503396
Application Developer,Accenture,3.0,,Bengaluru,". Project Role Description : Design, build and configure applications to meet business ...","css, salesforce lightning, sales force development, salesforce, web development, rest, visualforce, javascript",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-191224913070
Manager - Business Consulting Risk - TMT - CNS - Risk,EY,6.0,,Bengaluru,Job description Requisition ID: 1533141 Requisition Id : 1533141 ...,"Manager Internal Audit, ERP, SAP, Operational excellence, Cisa, Networking, technology risk, Business strategy",30,https://www.naukri.com/job-listings-manager-business-consulting-risk-tmt-cns-risk-ernst-young-bengaluru-6-to-10-years-181124508011
Application Lead,Accenture,12.0,,Pune,Educational Qualification : 15 years full time education. Summary :As an Application Le...,"visualforce, salesforce lightning, salesforce, apex programming, project delivery, sosl, soql, android",2,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-pune-12-to-17-years-161224915795
Application Lead,Accenture,12.0,,Pune,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap abap development, sap hana, machine learning algorithms, statistics, data munging, sap, power bi, machine learning",2,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-pune-12-to-17-years-161224917006
Application Developer,Accenture,5.0,,Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","css, web development, rest, javascript, angular, web services, jsp, jdbc",0,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-191224912945
SAP EWM Consultant,Infosys,9.0,,Pune,Must have a bachelors or equivalent degree with minimum 9 years of experience in Automa...,"sap ewm, physical inventory, business process consulting, abap, inspection, project management, sap, warehouse",14,https://www.naukri.com/job-listings-sap-ewm-consultant-infosys-limited-pune-9-to-11-years-051224916883
Sr Advanced Embedded Engr,Honeywell,11.0,,"Greater Noida, Bengaluru","Join a team recognized for leadership, innovation and diversity Job Title: Sr Advance...","Software testing, RTOS, Test case execution, C++, Linux, Programming, System software, JIRA",1,https://www.naukri.com/job-listings-sr-advanced-embedded-engr-honeywell-greater-noida-bengaluru-11-to-16-years-181224503968
SAP IS Retail Consultant,Infosys,2.0,,Bengaluru,"Extensive SAP Retail design and implementation experience, having successfully executed...","distribution, sales, material management, pos, retail design, sap, sap retail, sap sd",5,https://www.naukri.com/job-listings-sap-is-retail-consultant-infosys-limited-bengaluru-2-to-4-years-131224921182
Quality Engineer (Tester),Accenture,5.0,,Mumbai,Project Role :Quality Engineer (Tester)Project Role Description :Provide expertise in t...,"software testing, cucumber, defect tracking, selenium, testng, quality control, production, regression testing",9,https://www.naukri.com/job-listings-quality-engineer-tester-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224917554
Application Lead,Accenture,5.0,,Chennai,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"release management, temenos, jboss, linux, cob, aml, software testing, tafj",0,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-chennai-5-to-10-years-191224912141
Infrastructure Architect,Accenture,12.0,,Pune,"Project Role :Infrastructure ArchitectProject Role Description :Lead the definition, de...","network infrastructure, network security, wireshark, troubleshooting, wireless networking, solarwinds, infrastructure design, microsoft azure",0,https://www.naukri.com/job-listings-infrastructure-architect-accenture-solutions-pvt-ltd-pune-12-to-17-years-191224917815
SAP ABAP - Professional,Infosys,4.0,,Bengaluru,Work Experience:4-7yrs (relevant experience)Education:BTech / BE/ME / MTech/MCA (full t...,"odata, abap programming, sap abap, sap hana, abap, data services, sap, performance tuning",5,https://www.naukri.com/job-listings-sap-abap-professional-infosys-limited-bengaluru-4-to-8-years-131224921282
Mainframe Modernization Architect,Wipro,3.0,,"Hyderabad, Pune, Bengaluru","Location- Noida, Pune, Hyderabad, Bangalore, Chennai , Coimbatore.Key Responsibilities:...","SQL, CAST, Cloud Concepts, VSAM, IBM ADDI, Cloud Frame, ChangeMan, COBOL",6,https://www.naukri.com/job-listings-mainframe-modernization-architect-wipro-limited-hyderabad-pune-bengaluru-3-to-5-years-131224903596
JAVA Solution Architect (AWS Cloud/Spring boot/Back End Application),Tech Mahindra,10.0,,"Chandigarh, Pune, Bengaluru",Shift Time- General Shift (9 am-6 pm) . Experience in design and development of scalabl...,"Java/Spring boot, Container Orchestration/Microservice Frameworks, AWS Cloud native/managed services, System Design/Performance Tuning/System Prototyping & Maintenance, Performance, Java, Prototyping, AWS Cloud",21,https://www.naukri.com/job-listings-java-solution-architect-aws-cloud-spring-boot-back-end-application-tech-mahindra-chandigarh-pune-bengaluru-10-to-20-years-281124011652
Transaction Surveillance Strategic Architecture and Control Design,Deutsche Bank,8.0,,Pune,Key imminent task will be to support the proper end-to-end delivery and control of requ...,"Transaction Surveillance, Payments Processing, Transaction monitoring, project management, Cash Management, Payment processing, Architectural design, Design",7,https://www.naukri.com/job-listings-transaction-surveillance-strategic-architecture-and-control-design-deutsche-bank-ag-pune-8-to-13-years-121224909448
